"","X1","Susceptible","Exposed","Infected","Recovered","Hospitalized","Critical","Deaths"
"1",1,21478369,0,70,0,0,0,0
"2",2,21478297.3629069,59.1381007695023,58.619813025169,23.0620814889053,0.806012399008913,0.0108745256824873,0.000210897492045171
"3",3,21478226.8130265,99.0471722993473,65.7437509587587,45.8473052518464,1.50752957059713,0.0396605975684831,0.00155482461883364
"4",4,21478141.8469893,138.486243895254,82.9482809420169,73.3377339409222,2.29047104111125,0.0852943419463416,0.00498658681334998
"5",5,21478032.2328293,186.047687844958,108.462189013691,108.835150176187,3.26037724088378,0.150254974174953,0.0115114822577445
"6",6,21477888.0172652,247.430429206733,143.221806132642,155.561273358131,4.50761062957748,0.239275328469941,0.0223401007627474
"7",7,21477697.2719041,328.197294326707,189.616103495844,217.382100109881,6.13438023895809,0.359209661403835,0.0390080586887898
"8",8,21477444.6312803,435.024145413777,251.212045179928,299.279815743381,8.26979824898154,0.519410854429885,0.0635042227083488
"9",9,21477109.8893781,576.513390029124,332.876461771714,407.807351530557,11.0825642913752,0.732424810242973,0.0984294474374546
"10",10,21476666.326954,763.977654130761,441.107023840593,551.63095687414,14.7952291984537,1.0149794293661,0.147202527243104
"11",11,21476078.5613125,1012.37467137033,584.530006998478,742.22815814377,19.7021996485029,1.38932012335135,0.214331172162041
"12",12,21475299.7205879,1341.50958638346,774.580344502694,994.805437745002,26.193283869819,1.88498944425829,0.305770166822655
"13",13,21474267.7140563,1777.61198911262,1026.40849809743,1329.51013802118,34.7847368782763,2.54118677246804,0.429394849042962
"14",14,21472900.295223,2355.41904964456,1360.08411087425,1773.03573049232,46.160359172283,3.40989840022642,0.595628384895983
"15",15,21471088.5344657,3120.92677285113,1802.18845297525,2360.74612634204,61.2258674640957,4.56004260996992,0.818272032754229
"16",16,21468688.188584,4135.02234596919,2387.92112083473,3139.48851561679,81.1808669197383,6.08296157626782,1.11560505464118
"17",17,21466008.792184,5057.37343899479,3093.5398974812,4162.39334325363,107.291765598365,8.09755498172236,1.51181572621338
"18",18,21462583.4876814,6307.71015817288,3924.13576049563,5470.63118239331,140.257560389674,10.7393266796263,2.03833049077695
"19",19,21458255.7643457,7912.98292190121,4947.6444279617,7124.34880580712,181.365686753963,14.1592521612902,2.73455973755537
"20",20,21452806.9259314,9943.03051239875,6226.76157954629,9207.51055032166,232.581308591512,18.5408687590191,3.64924895918752
"21",21,21445954.3501117,12498.6548297188,7831.84226887816,11828.7003468296,296.495261508578,24.1144611239556,4.84272023477437
"22",22,21437340.5775492,15710.9735152693,9848.04537545391,15125.4420737787,376.400694476798,31.1709064594555,6.38988536339887
"23",23,21426516.5578413,19745.7893910976,12380.9347943602,19270.8156828608,476.440608111637,40.077594478784,8.38408774815598
"24",24,21412919.7477713,24810.8431273524,15562.2042314708,24482.1546603129,601.810450369122,51.2978296346094,10.9419295475749
"25",25,21395846.6525117,31165.3621557193,19556.29176425,31032.0523670349,759.016943800945,65.4149324624143,14.2093250049865
"26",26,21374419.0616091,39131.8360289131,24568.3017938557,39262.0689235927,956.200379985156,83.1622029625533,18.3690616057692
"27",27,21347542.862835,49110.1940096162,30853.5703132267,49599.7293734244,1203.53298221191,105.46022657877,23.6502598912376
"28",28,21313858.5663538,61594.4460203914,38729.091047262,62579.3883386737,1513.70516405898,133.462943641763,30.3401321492532
"29",29,21271682.2215747,77191.9089564255,48587.0839606603,78867.853624984,1902.51848671383,168.614717648984,38.7986788566004
"30",30,21218936.3954146,96644.6285286463,60910.7301829228,99295.4510317085,2389.5976827585,212.720251432535,49.4769079126589
"31",31,21153071.0663914,120852.225894552,76292.0347576111,124893.465499971,2999.23793692392,268.030060380806,62.9394591733923
"32",32,21070976.0546812,150894.549497763,95451.2332518088,156938.533806946,3761.39270758226,337.343593839792,79.8924608482561
"33",33,20968888.2634924,188051.155120747,119256.873686689,197004.555687982,4712.8014293055,424.132788308762,101.217794603935
"34",34,20842300.462923,233813.099194145,148744.514578006,247021.985688217,5898.23499310483,532.687711055741,128.014912440424
"35",35,20685882.9080883,289879.970315999,185130.8944926,309343.484406094,7371.80609887618,668.285103353328,161.651494782679
"36",36,20493435.1037315,358132.221713907,229818.823237883,386813.404089556,9198.24447561477,837.378551226854,203.824200351423
"37",37,20257892.4469135,440566.067116364,284385.626594254,482836.44954069,11453.9736297347,1047.8055736252,256.630631832848
"38",38,19971420.4871221,539175.469914349,350545.970907731,601437.683829506,14227.7333389844,1309.0017050427,322.653182319218
"39",39,19625635.6218006,655765.661498688,430077.678625467,747302.385974477,17620.3926708944,1632.20466092205,405.054768935171
"40",40,19211993.4766474,791686.07396985,524698.105450086,925779.558903639,21743.4781400348,2030.6216835301,507.685205453055
"41",41,18722377.7935391,947481.33074705,635880.733266778,1142828.57381466,26715.8519166263,2519.52170526248,635.195010526521
"42",42,18149901.6572357,1122477.67456873,764607.047213959,1404885.32993344,32657.93843767,3116.20147737169,793.151133120144
"43",43,17489892.0155771,1314350.63125005,911060.803500477,1718624.64655968,39682.9922810526,3839.76496735235,988.145864310175
"44",44,16740971.1778097,1518753.23549447,1074289.61704593,2090601.25634558,47885.1769436972,4710.64983872161,1227.88652193678
"45",45,15906084.7881984,1729112.69472374,1251881.17653718,2526764.53052867,57324.7194080546,5749.84069001261,1521.24991393083
"46",46,14993268.006724,1936714.20841177,1439723.79644256,3031865.77068605,68011.1995219775,6977.73438263419,1878.28383105965
"47",47,14245381.4077133,1940241.43856471,1598013.42406536,3604352.82218903,79728.1857043136,8411.60401663769,2310.11774661022
"48",48,13473719.6618307,1961609.99307195,1710863.71998359,4227595.61089987,91766.475468076,10055.0102614751,2828.52848432829
