time,S_e,E_e,I_e,H_e,C_e,R_e,D_e,S_a,E_a,I_a,H_a,C_a,R_a,D_a,S_p,E_p,I_p,H_p,C_p,R_p,D_p,Elderly_Population,Adults_Population,Pediatrics_Population,new_E_e,new_I_e,new_H_e,new_C_e,new_D_e,new_E_a,new_I_a,new_H_a,new_C_a,new_D_a,new_E_p,new_I_p,new_H_p,new_C_p,new_D_p,S_all,E_all,I_all,H_all,C_all,R_all,D_all,new_E_all,new_I_all,new_H_all,new_C_all,new_D_all,UID,Lvl1,Lvl2,Lvl3,Lvl4,TA_Code,TA_Code2,Adults_Crit_of_Hosp,Adults_Critical_Care,Adults_FR_of_Crit,Adults_FR_of_Hosp,Adults_Hospitalization,Adults_IFR,Elderly_Crit_of_Hosp,Elderly_Critical_Care,Elderly_FR_of_Crit,Elderly_FR_of_Hosp,Elderly_Hospitalization,Elderly_IFR,Pediatrics_Crit_of_Hosp,Pediatrics_Critical_Care,Pediatrics_FR_of_Crit,Pediatrics_FR_of_Hosp,Pediatrics_Hospitalization,Pediatrics_IFR,start_day,start_date
19,1943.594,0,0,0,0,0,0,7603.004,1,0,0,0,0,0,11659.82,0,0,0,0,0,0,1943.594,7603.004,11659.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21206.417999999998,1,0,0,0,0,0,0,0,0,0,0,215,Sub-Saharan Africa,Malawi,Mzuzu City,Chiputula Ward,10704,MW10704,0.1395609,0.003227765,0.2073305,0.02893524,0.01156400,0.000669214,0.2469135,0.02551428,0.5954637,0.1470281,0.05166643,0.01519283,0.05,9.76e-06,0.1,0.2169826,9.75816e-05,4.23e-05,19,2020-03-22
20,1943.5539477820969,0.035032276149460355,0.004573343576165132,2.168068000096706e-5,3.3545049049987266e-7,4.2457691934120697e-4,5.128127405955772e-9,7602.835899207991,0.8989374226524658,0.23353204186248705,3.7870492654703853e-4,4.5058987916821435e-6,0.035248086302372056,3.0367227172584034e-8,11659.711235678315,0.09570049806647594,0.011929432353049715,1.0411244571426816e-7,3.210109687439451e-10,0.0011342868333513725,8.152491578158664e-13,1943.594,7603.004,11659.82,0.04005221790316682,0.005019941753706465,2.307413347806688e-5,3.440624751178863e-7,5.128127405955772e-9,0.16810079200877226,0.26916336935630647,4.1204067113852775e-4,4.652366517358367e-6,3.0367227172584034e-8,0.10876432168515748,0.013063823618681539,1.1069571472637841e-7,3.291634506055126e-10,8.152491578158664e-13,21206.101082668403,1.029670196868402,0.2500348177917019,4.0048971899371983e-4,4.84167029315076e-6,0.03680695005506464,3.549616982769762e-8,0.31691733159709656,0.28724713472869445,4.35225500331321e-4,4.996758155926859e-6,3.549616982769762e-8,215,Sub-Saharan Africa,Malawi,Mzuzu City,Chiputula Ward,10704,MW10704,0.1395609,0.003227765,0.2073305,0.02893524,0.01156400,0.000669214,0.2469135,0.02551428,0.5954637,0.1470281,0.05166643,0.01519283,0.05,9.76e-06,0.1,0.2169826,9.75816e-05,4.23e-05,19,2020-03-22
21,1943.503581892929,0.0703721246742029,0.01671544950322633,1.5203841282354478e-4,4.701903958454776e-6,0.003173646193574224,1.4638324454804385e-7,7602.602886417774,0.8796705570553904,0.39482412653158894,0.0012356570991797682,2.9883086297458462e-5,0.12535294058154683,4.1787246123683947e-7,11659.544969197805,0.2178332330254171,0.0480756817532412,7.893295814899373e-7,4.7945383341369524e-9,0.00912109327016531,2.454010588080232e-11,1943.594,7603.004,11659.82,0.05036588916777873,0.015026040643036191,1.4900261112749192e-4,4.603672159340435e-6,1.412551171420881e-7,0.2330127902168897,0.25227965581396505,0.0010521802727191977,2.724620935335756e-5,3.875052340642554e-7,0.1662664805098757,0.044133745550934536,7.794326543833483e-7,4.710775930383964e-9,2.3724856722986453e-11,21205.65143750851,1.1678759147550104,0.45961525778805645,0.0013884848415848029,3.4589784794247374e-5,0.13764768004528638,5.642802458907642e-7,0.4496451598945441,0.3114394420079358,0.001201962316501073,3.185459228862838e-5,5.287840760630665e-7,215,Sub-Saharan Africa,Malawi,Mzuzu City,Chiputula Ward,10704,MW10704,0.1395609,0.003227765,0.2073305,0.02893524,0.01156400,0.000669214,0.2469135,0.02551428,0.5954637,0.1470281,0.05166643,0.01519283,0.05,9.76e-06,0.1,0.2169826,9.75816e-05,4.23e-05,19,2020-03-22
22,1943.4402791693913,0.10824801513582603,0.0349020010246782,4.543401199883563e-4,2.099218186199436e-5,0.01009448268525907,9.994613216292406e-7,7602.292165711068,0.933099692221188,0.5208179588288546,0.002313390888305407,8.454164107451226e-5,0.25551687119833444,1.8341550198899883e-6,11659.310132494267,0.3695204706613642,0.10935028188669167,2.5348957034632303e-6,2.2728792923476345e-8,0.030994195388169502,1.7620604521233643e-10,1943.594,7603.004,11659.82,0.06330272353784494,0.025426833076221803,3.740795001298119e-4,1.7722906083263622e-5,8.530780770811967e-7,0.31072070670597896,0.25729157154018134,0.0015183270566050766,6.148959294337107e-5,1.4162825586531487e-6,0.23483670353743946,0.08314946590149239,2.134584401430759e-6,1.9450913972873296e-8,1.516659393315341e-10,21205.042577374727,1.4108681780183783,0.6650702417402244,0.0027702659039972265,1.0555655172943009e-4,0.296605549271763,2.833792547564441e-6,0.6088601337812634,0.36586787051789554,0.0018945411411363192,7.923194994060757e-5,2.269512301673677e-6,215,Sub-Saharan Africa,Malawi,Mzuzu City,Chiputula Ward,10704,MW10704,0.1395609,0.003227765,0.2073305,0.02893524,0.01156400,0.000669214,0.2469135,0.02551428,0.5954637,0.1470281,0.05166643,0.01519283,0.05,9.76e-06,0.1,0.2169826,9.75816e-05,4.23e-05,19,2020-03-22
23,1943.3602937369292,0.15131147996459215,0.058598235097887016,9.64891276518145e-4,5.8936035033562016e-5,0.022768912614415292,3.8080826262248253e-6,7601.885832860951,1.0568466689237896,0.6379171930287162,0.0035020007053883574,1.701372883297709e-4,0.4197260712476162,5.067856934479318e-6,11658.991989140195,0.5563234917573587,0.19752203603553725,5.746648686320176e-6,6.7485193541051e-8,0.07415951717696255,7.040960270386067e-10,1943.594,7603.004,11659.82,0.07998543246208101,0.03692196763331489,6.83326437181871e-4,4.266054925928793e-5,2.8086213045955847e-6,0.40633285011699627,0.2825858734143947,0.0019136874958768607,1.0119249342238901e-4,3.23370191458933e-6,0.31814335407216277,0.1313403329761682,4.212458991696265e-6,5.0035300441965984e-8,5.278899818262703e-10,21204.238115738077,1.7644816406457404,0.8940374641621405,0.004472638630592823,2.2914080855687395e-4,0.516654501038994,8.876643656731182e-6,0.80446163665124,0.4508481740238778,0.002601226392050428,1.439030779821189e-4,6.042851109166741e-6,215,Sub-Saharan Africa,Malawi,Mzuzu City,Chiputula Ward,10704,MW10704,0.1395609,0.003227765,0.2073305,0.02893524,0.01156400,0.000669214,0.2469135,0.02551428,0.5954637,0.1470281,0.05166643,0.01519283,0.05,9.76e-06,0.1,0.2169826,9.75816e-05,4.23e-05,19,2020-03-22
24,1943.2586678338312,0.2026126196344773,0.08811228918363216,0.0017108296799680045,1.2888831233424637e-4,0.042756972421329864,1.056693730772835e-5,7601.359772211987,1.2545551294471904,0.7661601608067149,0.004782627540263801,2.86160101131066e-4,0.618432794615543,1.0915504292847965e-5,11658.570912190355,0.7867022798519822,0.3156697435718955,1.0800174657485467e-5,1.554010817503265e-7,0.14670482860622702,2.042824362905147e-9,1943.594,7603.004,11659.82,0.1016259030980109,0.05032476342812575,0.0010752150574884537,8.130285111695843e-5,6.7588546815035255e-6,0.5260606489646307,0.32835218844122993,0.002314063027749606,1.4422728517009167e-4,5.847647358368647e-6,0.4210769498404261,0.19069816174580267,7.079589402484324e-6,1.0130317156595167e-7,1.3387283358665403e-9,21203.18935223617,2.24387002893365,1.1699421935622425,0.006504257394889291,4.152038145470627e-4,0.8078945956430998,2.148448442493922e-5,1.0487635019030677,0.5693751136151584,0.003396357674640544,2.2563143945861604e-4,1.260784076820804e-5,215,Sub-Saharan Africa,Malawi,Mzuzu City,Chiputula Ward,10704,MW10704,0.1395609,0.003227765,0.2073305,0.02893524,0.01156400,0.000669214,0.2469135,0.02551428,0.5954637,0.1470281,0.05166643,0.01519283,0.05,9.76e-06,0.1,0.2169826,9.75816e-05,4.23e-05,19,2020-03-22
25,1943.1290119465625,0.2656946809872195,0.12449500311637723,0.0027224501627520184,2.416053456736978e-4,0.07181025819053637,2.405563509123024e-5,7600.6821755932115,1.5356890143267568,0.9222688220293697,0.00619345953676415,4.3256743795403184e-4,0.8572203812524388,2.0162206374423157e-5,11658.020973007724,1.072527485088419,0.4686418558253947,1.808570802402361e-5,3.053503489215715e-7,0.25783925546053094,4.847235950475343e-9,1943.594,7603.004,11659.82,0.12965588726865462,0.06657382591591243,0.0015598669739004774,1.353694599842849e-4,1.3488697783501888e-5,0.6775966187751692,0.3964627338956028,0.0027794544963899714,1.9100618784484563e-4,9.246702081575191e-6,0.5499391826306237,0.26411397739418685,1.0845401027412525e-5,1.779933830437191e-7,2.804411587570196e-9,21201.8321605475,2.8739111804023953,1.5154056809711416,0.008933995407540191,6.744781339766512e-4,1.1868698949035061,4.422268870160387e-5,1.3571916886744475,0.7271505372057021,0.0043501668713178615,3.265536412121743e-4,2.273820427666465e-5,215,Sub-Saharan Africa,Malawi,Mzuzu City,Chiputula Ward,10704,MW10704,0.1395609,0.003227765,0.2073305,0.02893524,0.01156400,0.000669214,0.2469135,0.02551428,0.5954637,0.1470281,0.05166643,0.01519283,0.05,9.76e-06,0.1,0.2169826,9.75816e-05,4.23e-05,19,2020-03-22
26,1942.9631592344685,0.3447748220965192,0.16949980734451545,0.004041862864929129,4.086510552886483e-4,0.11206774162114434,4.788054921963655e-5,7599.811595345057,1.9157908822857153,1.1219432426594411,0.00781106050217399,6.112528881889203e-4,1.146214601960368,3.36146491242784e-5,11657.30822423555,1.429734289030251,0.6635454808926271,2.80547257402924e-5,5.388946293137062e-7,0.4184673908872487,1.0024452067320793e-8,1943.594,7603.004,11659.82,0.16585271209396524,0.08677257098466551,0.0021579913973824444,2.0705640065858208e-4,2.382491412840631e-5,0.8705802481545106,0.4904783801955521,0.003362856988415218,2.4356950130105125e-4,1.345244274985524e-5,0.7127487721736543,0.3555419682318224,1.5675346547349754e-5,2.853164415540483e-7,5.1772161168454505e-9,21200.082978815077,3.690299993412485,1.9549885308965838,0.011880978092843412,0.0010204428381068822,1.6767497344687612,8.150522279598227e-5,1.7491817324221302,0.93279291941204,0.0055365237323450125,4.509112184011874e-4,3.72825340943784e-5,215,Sub-Saharan Africa,Malawi,Mzuzu City,Chiputula Ward,10704,MW10704,0.1395609,0.003227765,0.2073305,0.02893524,0.01156400,0.000669214,0.2469135,0.02551428,0.5954637,0.1470281,0.05166643,0.01519283,0.05,9.76e-06,0.1,0.2169826,9.75816e-05,4.23e-05,19,2020-03-22
27,1942.7506869028537,0.44499584051489194,0.2256069988453016,0.005729644728837002,6.431921897296641e-4,0.16625085833783487,8.656252998885741e-5,7598.694408702848,2.4171904733213085,1.3817079133015404,0.00974180780912678,8.269093794592562e-4,1.5000720298960677,5.216344671947151e-5,11656.388541434899,1.8792000846277783,0.9103040512169682,4.126909994492181e-5,8.809794282824489e-7,0.6419122604106415,1.8771259119155615e-8,1943.594,7603.004,11659.82,0.2124723316148902,0.11225131319651749,0.002900766333503984,2.995022408336195e-4,3.868198076922086e-5,1.1171866422091625,0.6157870511735692,0.004117042808465919,3.0512136785712366e-4,1.854879759519311e-5,0.9196828006515716,0.4702170050540442,2.180543159441999e-5,4.2955286948952894e-7,8.746807051834822e-9,21197.8336370406,4.741386398463979,2.51761896336381,0.015512721637908703,0.0014709825486172027,2.308235148644544,1.3874474796744807e-4,2.2493417744756243,1.198255369424131,0.007039614573564322,6.050531615602327e-4,5.723952517146581e-5,215,Sub-Saharan Africa,Malawi,Mzuzu City,Chiputula Ward,10704,MW10704,0.1395609,0.003227765,0.2073305,0.02893524,0.01156400,0.000669214,0.2469135,0.02551428,0.5954637,0.1470281,0.05166643,0.01519283,0.05,9.76e-06,0.1,0.2169826,9.75816e-05,4.23e-05,19,2020-03-22
28,1942.4782853624727,0.5727482246500847,0.29611357200075417,0.00787079081205865,9.610577431782607e-4,0.23787529797376952,1.4569434778709112e-4,7597.261540005804,3.070186070048146,1.7205377355520288,0.012120201854259148,0.0010876355476410482,1.9384514874441896,7.686375240625389e-5,11655.204873157141,2.4479221175129937,1.2223319609296033,5.845452311474822e-5,1.3611488720027442e-6,0.9448129161262595,3.2623477969458964e-8,1943.594,7603.004,11659.82,0.2724015403809972,0.14464915624580443,0.003830682579256849,4.171693696137875e-4,5.9131817798233714e-5,1.4328686970438866,0.7798731003170492,0.0051002244675617085,3.7986110340161876e-4,2.4700305686782382e-5,1.1836682777575334,0.614946244872318,2.9559255814218115e-5,6.186916322195854e-7,1.3852218850303349e-8,21194.944698525418,6.090856412211225,3.2389832684823863,0.020049447189432548,0.0020500544396913115,3.1211397015442186,2.2259072367131446e-4,2.888938515182417,1.5394685014351714,0.008960466302632775,7.976491646476258e-4,8.38459757038664e-5,215,Sub-Saharan Africa,Malawi,Mzuzu City,Chiputula Ward,10704,MW10704,0.1395609,0.003227765,0.2073305,0.02893524,0.01156400,0.000669214,0.2469135,0.02551428,0.5954637,0.1470281,0.05166643,0.01519283,0.05,9.76e-06,0.1,0.2169826,9.75816e-05,4.23e-05,19,2020-03-22
